id,record_key,timestamp,from_bank,from_account,from_country,to_bank,to_account,to_country,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,is_laundering,predicted_alert,model_score,is_dashboard_sample
7673234,2022/09/07 18:35|0243013|81B197FA0|0024259|818D8F2F0|21766.71|US Dollar,2022-09-07 18:35:00,Bank 243013,81B197FA0,SG,Bank 24259,818D8F2F0,HK,21766.71,USD,21766.71,USD,ACH,t,t,0.8793,t
7685546,2022/09/03 04:06|0030239|8186AFE20|023506|83171D990|34822.35|Euro,2022-09-03 04:06:00,Bank 30239,8186AFE20,SG,Bank 23506,83171D990,GB,34822.35,EUR,34822.35,EUR,Cash,f,f,0.3936,t
7691336,2022/09/03 04:10|01165944|83DAB32D0|02167828|83DABB190|610.67|Swiss Franc,2022-09-03 04:10:00,Bank 1165944,83DAB32D0,NL,Bank 2167828,83DABB190,GB,610.67,CHF,610.67,CHF,ACH,f,f,0.1139,t
7697678,2022/09/03 04:50|020|802E7F8D0|00118851|83E689850|111.53|US Dollar,2022-09-03 04:50:00,First Bank of Danbury,802E7F8D0,NL,Bank 118851,83E689850,DE,111.53,USD,111.53,USD,Cheque,f,f,0.3833,t
7700003,2022/09/03 04:35|001148|801493F30|0025951|80A749DD0|572.04|Euro,2022-09-03 04:35:00,Bank 1148,801493F30,CH,Bank 25951,80A749DD0,CH,572.04,EUR,572.04,EUR,Cheque,f,f,0.3133,t
7701592,2022/09/03 04:56|0154123|8282E1830|0226997|831F69DA0|254865.58|Euro,2022-09-03 04:56:00,Bank 154123,8282E1830,SG,Bank 226997,831F69DA0,AE,254865.58,EUR,254865.58,EUR,Cash,f,f,0.3703,t
7701878,2022/09/03 04:33|0217262|80B6151C0|0245612|8381E85F0|12351.99|Euro,2022-09-03 04:33:00,Bank 217262,80B6151C0,AE,Bank 245612,8381E85F0,NL,12351.99,EUR,12351.99,EUR,Cheque,f,f,0.3576,t
7710816,2022/09/03 05:20|004011|809DEA560|020|811CCCAE0|156.92|US Dollar,2022-09-03 05:20:00,Bank 4011,809DEA560,NL,First Bank of Danbury,811CCCAE0,NL,156.92,USD,156.92,USD,ACH,f,f,0.1688,t
7714652,2022/09/03 05:27|0034658|83C896240|02171502|84A6D0290|184.47|US Dollar,2022-09-03 05:27:00,Bank 34658,83C896240,GB,Bank 2171502,84A6D0290,NL,184.47,USD,184.47,USD,Cheque,f,f,0.3136,t
7715108,2022/09/03 05:24|008341|8213A1CD0|01126349|850B3C040|5.19|US Dollar,2022-09-03 05:24:00,Bank 8341,8213A1CD0,HK,Bank 1126349,850B3C040,GB,5.19,USD,5.19,USD,Credit Card,f,f,0.1687,t
7718016,2022/09/03 05:19|070|1004286A8|0013664|83702EDB0|3020.40|Euro,2022-09-03 05:19:00,Willows Thrift,1004286A8,CH,Bank 13664,83702EDB0,NL,3020.4,EUR,3020.4,EUR,Credit Card,f,f,0.1464,t
7718813,2022/09/03 05:24|0018607|81A7C9A40|01138399|84C0A4530|2084.04|Euro,2022-09-03 05:24:00,Bank 18607,81A7C9A40,US,Bank 1138399,84C0A4530,DE,2084.04,EUR,2084.04,EUR,Cheque,f,f,0.296,t
7723805,2022/09/03 05:11|0014|839B9EE00|02161052|83B4F8430|5544.33|Brazil Real,2022-09-03 05:11:00,Slovakia Bank #4,839B9EE00,CH,Bank 2161052,83B4F8430,DE,5544.33,BRL,5544.33,BRL,Cheque,f,f,0.245,t
7724357,2022/09/03 05:16|070|1004289C0|01203|842742FB0|11548.68|Shekel,2022-09-03 05:16:00,Willows Thrift,1004289C0,CH,Bank 1203,842742FB0,CH,11548.68,Shekel,11548.68,Shekel,Cash,f,f,0.2353,t
7734188,2022/09/03 05:42|070|1004286A8|0022853|8390BDC70|755.65|Euro,2022-09-03 05:42:00,Willows Thrift,1004286A8,CH,Bank 22853,8390BDC70,CH,755.65,EUR,755.65,EUR,Cheque,t,t,0.8449,t
7738639,2022/09/03 05:33|02126306|82F95BD80|02125369|82FF7FE80|3484.43|Australian Dollar,2022-09-03 05:33:00,Bank 2126306,82F95BD80,AE,Bank 2125369,82FF7FE80,AE,3484.43,AUD,3484.43,AUD,Wire,f,f,0.3844,t
7755072,2022/09/03 06:08|02126008|83120A080|0111|8318F58D0|18692.65|Australian Dollar,2022-09-03 06:08:00,Bank 2126008,83120A080,HK,Bank 111,8318F58D0,NL,18692.65,AUD,18692.65,AUD,Cheque,f,f,0.1176,t
7756477,2022/09/03 06:27|0162604|82E4FD760|01177596|8416D4BF0|905.84|Swiss Franc,2022-09-03 06:27:00,Bank 162604,82E4FD760,SG,Bank 1177596,8416D4BF0,NL,905.84,CHF,905.84,CHF,ACH,f,f,0.2139,t
7758063,2022/09/03 06:49|070|100428660|025644|802B4FF30|2550.17|US Dollar,2022-09-03 06:49:00,Willows Thrift,100428660,CH,Bank 25644,802B4FF30,CH,2550.17,USD,2550.17,USD,Cash,f,f,0.149,t
7758996,2022/09/03 06:54|070|100428660|0013676|80F65B100|2669.27|US Dollar,2022-09-03 06:54:00,Willows Thrift,100428660,CH,Bank 13676,80F65B100,HK,2669.27,USD,2669.27,USD,Cheque,f,f,0.0962,t
7760530,2022/09/03 08:46|012869|8028810E0|01922|8016AECB0|14440.31|US Dollar,2022-09-03 08:46:00,Bank 12869,8028810E0,GB,Bank 1922,8016AECB0,US,14440.31,USD,14440.31,USD,ACH,t,t,0.9599,t
7761711,2022/09/03 06:33|0288975|83461BA20|0116837|83461BD30|3324.40|US Dollar,2022-09-03 06:33:00,Bank 288975,83461BA20,DE,Bank 116837,83461BD30,SG,3324.4,USD,3324.4,USD,ACH,t,t,0.9567,t
7762796,2022/09/03 06:46|0292109|823DB8DB0|02172629|8444A9550|751.20|US Dollar,2022-09-03 06:46:00,Bank 292109,823DB8DB0,DE,Bank 2172629,8444A9550,US,751.2,USD,751.2,USD,Credit Card,f,f,0.2993,t
7769176,2022/09/03 06:49|0171221|81A6F1CA0|0272142|81BB52720|94555.91|Ruble,2022-09-03 06:49:00,Bank 171221,81A6F1CA0,US,Bank 272142,81BB52720,CH,94555.91,RUB,94555.91,RUB,Credit Card,f,f,0.2614,t
7775868,2022/09/03 07:29|02597|8020C9930|007061|81A227110|135128.57|US Dollar,2022-09-03 07:29:00,Bank 2597,8020C9930,SG,Bank 7061,81A227110,CH,135128.57,USD,135128.57,USD,ACH,f,f,0.0673,t
7780844,2022/09/03 07:02|011054|8092D8580|0015779|80BABC800|319.60|Euro,2022-09-03 07:02:00,Bank 11054,8092D8580,AE,Bank 15779,80BABC800,DE,319.6,EUR,319.6,EUR,Credit Card,f,f,0.0587,t
7786100,2022/09/07 08:09|0116567|81242EDF0|0015779|80905B260|237.37|Euro,2022-09-07 08:09:00,Bank 116567,81242EDF0,NL,Bank 15779,80905B260,DE,237.37,EUR,237.37,EUR,ACH,t,f,0.4278,t
7799493,2022/09/03 07:59|070|1004286F0|0219248|80CA0ABB0|829.99|Yuan,2022-09-03 07:59:00,Willows Thrift,1004286F0,CH,Bank 219248,80CA0ABB0,DE,829.99,CNY,829.99,CNY,Cheque,f,f,0.2451,t
7802935,2022/09/03 07:32|01109922|8289E7A80|02119897|82DAB4350|10268.71|Canadian Dollar,2022-09-03 07:32:00,Bank 1109922,8289E7A80,HK,Bank 2119897,82DAB4350,DE,10268.71,CAD,10268.71,CAD,ACH,f,f,0.2182,t
7810502,2022/09/03 08:11|070|100428660|00129211|839E6CE30|194.73|US Dollar,2022-09-03 08:11:00,Willows Thrift,100428660,CH,Bank 129211,839E6CE30,AE,194.73,USD,194.73,USD,Cheque,f,f,0.0862,t
7817365,2022/09/03 08:05|0263161|818234600|0165312|818F47500|1759.79|Rupee,2022-09-03 08:05:00,Bank 263161,818234600,SG,Bank 165312,818F47500,DE,1759.79,INR,1759.79,INR,Cheque,f,t,0.7965,t
7819686,2022/09/03 08:01|0171761|8303DA1F0|00143998|8358D5480|5439051.02|Mexican Peso,2022-09-03 08:01:00,Bank 171761,8303DA1F0,HK,Bank 143998,8358D5480,GB,5439051.02,MXN,5439051.02,MXN,Cheque,f,t,0.7713,t
7819720,2022/09/03 08:04|070|1004288E8|0112|835F1CF10|158876.24|Mexican Peso,2022-09-03 08:04:00,Willows Thrift,1004288E8,CH,Switzerland Bank #7,835F1CF10,SG,158876.24,MXN,158876.24,MXN,Credit Card,f,f,0.2265,t
7823169,2022/09/03 08:52|0032893|80C7FDBE0|0229155|80EE79A60|918.87|US Dollar,2022-09-03 08:52:00,Italy Bank #434,80C7FDBE0,GB,Bank 229155,80EE79A60,HK,918.87,USD,918.87,USD,Cheque,f,f,0.3521,t
7834352,2022/09/05 17:59|0114728|805A60E00|0218426|812C9BCF0|19898.62|US Dollar,2022-09-05 17:59:00,Bank 114728,805A60E00,GB,Bank 218426,812C9BCF0,DE,19898.62,USD,19898.62,USD,ACH,t,t,0.9423,t
7834406,2022/09/03 08:46|0195554|825352D60|02100808|8257AEC50|649.19|UK Pound,2022-09-03 08:46:00,Bank 195554,825352D60,HK,Bank 2100808,8257AEC50,US,649.19,UK Pound,649.19,UK Pound,Cheque,f,f,0.3503,t
7842079,2022/09/03 09:19|0264049|8372051D0|0264719|837205220|3585.30|US Dollar,2022-09-03 09:19:00,Bank 264049,8372051D0,DE,Bank 264719,837205220,CH,3585.3,USD,3585.3,USD,ACH,t,t,0.7696,t
7850277,2022/09/03 09:03|0294136|8228B7CF0|0295228|8247D2880|18.66|UK Pound,2022-09-03 09:03:00,Bank 294136,8228B7CF0,NL,Bank 295228,8247D2880,HK,18.66,UK Pound,18.66,UK Pound,Cheque,f,f,0.3419,t
7851793,2022/09/03 09:00|0112|834A4D780|0113|834B4BEF0|11723482.54|Mexican Peso,2022-09-03 09:00:00,Switzerland Bank #7,834A4D780,SG,Mexico Bank #17,834B4BEF0,AE,11723482.54,MXN,11723482.54,MXN,Cheque,f,f,0.2925,t
7852678,2022/09/03 09:25|00166991|83D63AB30|01173650|840121E80|761.43|Swiss Franc,2022-09-03 09:25:00,Bank 166991,83D63AB30,NL,Bank 1173650,840121E80,US,761.43,CHF,761.43,CHF,Cheque,f,f,0.1008,t
7855749,2022/09/03 09:42|011798|803AD2A70|0134888|8148291A0|6824.50|US Dollar,2022-09-03 09:42:00,Bank 11798,803AD2A70,SG,Bank 134888,8148291A0,GB,6824.5,USD,6824.5,USD,Cheque,f,f,0.1458,t
7875339,2022/09/03 10:22|021418|80097EDB0|0153756|8410B65C0|87.24|US Dollar,2022-09-03 10:22:00,Bank 21418,80097EDB0,AE,Bank 153756,8410B65C0,GB,87.24,USD,87.24,USD,Cheque,f,f,0.286,t
7875694,2022/09/03 10:09|0171761|821C2C010|0147371|84700C210|1490.92|US Dollar,2022-09-03 10:09:00,Bank 171761,821C2C010,HK,Bank 147371,84700C210,HK,1490.92,USD,1490.92,USD,ACH,f,f,0.2806,t
7884218,2022/09/03 10:05|00128780|8318F9720|01133290|833744F60|456.77|Australian Dollar,2022-09-03 10:05:00,Bank 128780,8318F9720,AE,Bank 1133290,833744F60,NL,456.77,AUD,456.77,AUD,Cheque,f,f,0.1637,t
7895547,2022/09/03 10:36|017604|8030E39F0|0032628|840867A90|241.31|Euro,2022-09-03 10:36:00,Bank 17604,8030E39F0,AE,Italy Bank #5498,840867A90,CH,241.31,EUR,241.31,EUR,Credit Card,f,f,0.3512,t
7912528,2022/09/03 11:17|0142675|810F31400|0235909|811972AC0|711.79|Yuan,2022-09-03 11:17:00,Bank 142675,810F31400,SG,Bank 235909,811972AC0,HK,711.79,CNY,711.79,CNY,Credit Card,f,f,0.0851,t
7916200,2022/09/03 11:25|00146545|8374CB930|00143825|837569060|472.30|Mexican Peso,2022-09-03 11:25:00,Bank 146545,8374CB930,CH,Bank 143825,837569060,DE,472.3,MXN,472.3,MXN,Credit Card,f,f,0.2491,t
7921731,2022/09/03 11:48|0261404|82BC67D20|0266092|82BC68660|4538.14|US Dollar,2022-09-03 11:48:00,Bank 261404,82BC67D20,NL,Bank 266092,82BC68660,GB,4538.14,USD,4538.14,USD,ACH,f,f,0.1677,t
7932578,2022/09/03 11:45|02159266|83A412260|01158540|83BA788C0|1469.10|Brazil Real,2022-09-03 11:45:00,Bank 2159266,83A412260,DE,Bank 1158540,83BA788C0,US,1469.1,BRL,1469.1,BRL,Cheque,f,f,0.2977,t
7933961,2022/09/03 11:46|070|100428A08|02201992|849DC4F40|75.33|Saudi Riyal,2022-09-03 11:46:00,Willows Thrift,100428A08,CH,Bank 2201992,849DC4F40,GB,75.33,SAR,75.33,SAR,Cash,f,f,0.3069,t
7953339,2022/09/03 12:54|00952|8005B0FF0|006697|823292100|43.35|US Dollar,2022-09-03 12:54:00,Bank 952,8005B0FF0,SG,Bank 6697,823292100,AE,43.35,USD,43.35,USD,Cheque,f,f,0.402,t
7953710,2022/09/03 12:55|0125106|81FD6AE90|0192605|828237520|30819.61|US Dollar,2022-09-03 12:55:00,Bank 125106,81FD6AE90,US,Bank 192605,828237520,GB,30819.61,USD,30819.61,USD,Cheque,f,f,0.1402,t
7962879,2022/09/04 05:09|005965|8090F1240|0016792|8075952A0|4099.87|US Dollar,2022-09-04 05:09:00,Bank 5965,8090F1240,NL,Bank 16792,8075952A0,GB,4099.87,USD,4099.87,USD,ACH,t,t,0.8948,t
7964092,2022/09/03 12:45|02127023|82EB30230|0110|83013EBC0|2937.37|Australian Dollar,2022-09-03 12:45:00,Bank 2127023,82EB30230,SG,Australia Bank #13,83013EBC0,US,2937.37,AUD,2937.37,AUD,Credit Card,f,t,0.7194,t
7968550,2022/09/03 13:29|016327|8031922C0|005610|8166CD080|6290.11|US Dollar,2022-09-03 13:29:00,Bank 16327,8031922C0,US,Bank 5610,8166CD080,US,6290.11,USD,6290.11,USD,Cheque,f,f,0.1163,t
7973907,2022/09/03 13:25|070|1004286A8|0112166|812293820|56.25|Euro,2022-09-03 13:25:00,Willows Thrift,1004286A8,CH,Bank 112166,812293820,NL,56.25,EUR,56.25,EUR,Credit Card,f,f,0.3154,t
7978745,2022/09/08 08:36|014374|809EC2B10|0127838|80CA6E650|1094.81|Yuan,2022-09-08 08:36:00,Bank 14374,809EC2B10,GB,Bank 127838,80CA6E650,DE,1094.81,CNY,1094.81,CNY,ACH,t,t,0.8207,t
7979931,2022/09/03 13:26|01125553|830AA29A0|01126424|83197A7A0|36.70|Australian Dollar,2022-09-03 13:26:00,Bank 1125553,830AA29A0,DE,Bank 1126424,83197A7A0,DE,36.7,AUD,36.7,AUD,Cheque,f,f,0.1635,t
7999688,2022/09/03 14:08|015327|8034E22B0|0218363|807B7BF00|2030.55|US Dollar,2022-09-03 14:08:00,Bank 15327,8034E22B0,DE,Bank 218363,807B7BF00,HK,2030.55,USD,2030.55,USD,Cheque,f,f,0.3096,t
8000298,2022/09/03 14:20|0131503|80CE7D5D0|0230520|81011E3D0|170.35|US Dollar,2022-09-03 14:20:00,Bank 131503,80CE7D5D0,CH,Bank 230520,81011E3D0,CH,170.35,USD,170.35,USD,Credit Card,f,f,0.1861,t
8011332,2022/09/06 05:45|0293268|8238ACEC0|0295233|8238ACCD0|7733.86|UK Pound,2022-09-06 05:45:00,Bank 293268,8238ACEC0,SG,Bank 295233,8238ACCD0,NL,7733.86,UK Pound,7733.86,UK Pound,ACH,t,t,0.7554,t
8020472,2022/09/03 14:42|0243620|813F1E590|00177755|842BE39D0|433.98|US Dollar,2022-09-03 14:42:00,Bank 243620,813F1E590,HK,Bank 177755,842BE39D0,DE,433.98,USD,433.98,USD,Cheque,f,f,0.1445,t
8020736,2022/09/03 14:42|070|100428660|02156291|843343360|2445.06|US Dollar,2022-09-03 14:42:00,Willows Thrift,100428660,CH,Bank 2156291,843343360,DE,2445.06,USD,2445.06,USD,Credit Card,f,f,0.2437,t
8029172,2022/09/03 14:33|0112|83589A9E0|02148012|836006ED0|10235.19|Mexican Peso,2022-09-03 14:33:00,Switzerland Bank #7,83589A9E0,SG,Bank 2148012,836006ED0,SG,10235.19,MXN,10235.19,MXN,Credit Card,f,f,0.302,t
8034582,2022/09/03 15:26|015019|8079037D0|0152081|825787A50|88.27|US Dollar,2022-09-03 15:26:00,Bank 15019,8079037D0,NL,Bank 152081,825787A50,SG,88.27,USD,88.27,USD,Cash,f,f,0.0802,t
8047202,2022/09/03 15:06|00202496|84AA19620|01204607|84B5902B0|1350.98|Saudi Riyal,2022-09-03 15:06:00,Bank 202496,84AA19620,NL,Bank 1204607,84B5902B0,AE,1350.98,SAR,1350.98,SAR,Credit Card,f,f,0.1089,t
8048635,2022/09/03 15:57|02954|8045833B0|0131380|80BED53E0|5680.12|US Dollar,2022-09-03 15:57:00,Bank 2954,8045833B0,DE,Bank 131380,80BED53E0,HK,5680.12,USD,5680.12,USD,Wire,f,f,0.2343,t
8060762,2022/09/03 15:39|0110|82B0286E0|02125527|82DEBE470|493.76|Australian Dollar,2022-09-03 15:39:00,Australia Bank #13,82B0286E0,US,Bank 2125527,82DEBE470,CH,493.76,AUD,493.76,AUD,Credit Card,f,f,0.2077,t
8065084,2022/09/03 16:06|026999|813D2B940|006697|813D3A260|1262.84|US Dollar,2022-09-03 16:06:00,Bank 26999,813D2B940,SG,Bank 6697,813D3A260,AE,1262.84,USD,1262.84,USD,Credit Card,f,t,0.6368,t
8080386,2022/09/03 16:36|070|100428660|020|80A0E99C0|47.07|US Dollar,2022-09-03 16:36:00,Willows Thrift,100428660,CH,First Bank of Danbury,80A0E99C0,NL,47.07,USD,47.07,USD,Cheque,f,f,0.0816,t
8085056,2022/09/03 16:38|0024750|80AA1C150|0171731|84FDF5A40|231.63|US Dollar,2022-09-03 16:38:00,Bank 24750,80AA1C150,GB,Bank 171731,84FDF5A40,SG,231.63,USD,231.63,USD,Cheque,f,f,0.2745,t
8085627,2022/09/03 16:43|001148|800716EA0|0011034|80634FCD0|228.62|Euro,2022-09-03 16:43:00,Bank 1148,800716EA0,CH,Bank 11034,80634FCD0,US,228.62,EUR,228.62,EUR,Cheque,f,f,0.3921,t
8087328,2022/09/03 16:43|0011034|8080F7DF0|0152639|8270E8F50|97.21|Euro,2022-09-03 16:43:00,Bank 11034,8080F7DF0,US,Bank 152639,8270E8F50,GB,97.21,EUR,97.21,EUR,Credit Card,f,f,0.1908,t
8094996,2022/09/03 16:39|02201992|849B4A660|00201608|84A24F880|90280.12|Saudi Riyal,2022-09-03 16:39:00,Bank 2201992,849B4A660,GB,Bank 201608,84A24F880,SG,90280.12,SAR,90280.12,SAR,Cheque,f,f,0.1399,t
8107123,2022/09/03 17:05|070|100428780|0260675|81988B8C0|1115675.97|Rupee,2022-09-03 17:05:00,Willows Thrift,100428780,CH,Bank 260675,81988B8C0,NL,1115675.97,INR,1115675.97,INR,Cheque,f,f,0.2095,t
8109249,2022/09/03 17:29|070|1004288A0|00136147|8331F9290|394.01|Australian Dollar,2022-09-03 17:29:00,Willows Thrift,1004288A0,CH,Bank 136147,8331F9290,US,394.01,AUD,394.01,AUD,Cheque,f,f,0.1406,t
8114918,2022/09/03 17:41|0156805|828C5A580|01100486|80B77E5E0|78.89|US Dollar,2022-09-03 17:41:00,Bank 156805,828C5A580,GB,Bank 1100486,80B77E5E0,NL,78.89,USD,78.89,USD,Cheque,f,f,0.3113,t
8115666,2022/09/03 17:36|0112010|80B936450|02124811|83835C580|729.23|US Dollar,2022-09-03 17:36:00,Bank 112010,80B936450,NL,Bank 2124811,83835C580,US,729.23,USD,729.23,USD,Credit Card,f,f,0.1774,t
8121741,2022/09/03 17:38|0019769|80DA3D4A0|0242908|8104244F0|266.90|Yuan,2022-09-03 17:38:00,Bank 19769,80DA3D4A0,HK,Bank 242908,8104244F0,SG,266.9,CNY,266.9,CNY,Credit Card,f,f,0.2357,t
8131353,2022/09/03 18:12|005610|804BCA580|0169908|831827AF0|382.29|US Dollar,2022-09-03 18:12:00,Bank 5610,804BCA580,US,Bank 169908,831827AF0,US,382.29,USD,382.29,USD,Cheque,f,f,0.0869,t
8137982,2022/09/03 18:28|002|8000862C0|0043858|827D0F000|8941.84|Yuan,2022-09-03 18:28:00,India Bank #46,8000862C0,GB,Bank 43858,827D0F000,SG,8941.84,CNY,8941.84,CNY,Credit Card,f,f,0.3441,t
8163873,2022/09/03 19:26|070|100428660|0243187|83D25B470|815.04|US Dollar,2022-09-03 19:26:00,Willows Thrift,100428660,CH,Bank 243187,83D25B470,DE,815.04,USD,815.04,USD,Cash,f,f,0.2378,t
8165420,2022/09/03 19:15|070|1004286A8|02408|8020533E0|74.41|Euro,2022-09-03 19:15:00,Willows Thrift,1004286A8,CH,Bank 2408,8020533E0,NL,74.41,EUR,74.41,EUR,Credit Card,f,f,0.0389,t
8165523,2022/09/03 19:18|070|1004286A8|004424|8038B44F0|573.07|Euro,2022-09-03 19:18:00,Willows Thrift,1004286A8,CH,Bank 4424,8038B44F0,DE,573.07,EUR,573.07,EUR,Credit Card,f,f,0.3089,t
8167404,2022/09/03 19:29|001503|804370910|0060676|82A572C80|39029.66|Euro,2022-09-03 19:29:00,Bank 1503,804370910,GB,Bank 60676,82A572C80,US,39029.66,EUR,39029.66,EUR,Cheque,f,f,0.359,t
8174953,2022/09/03 19:25|00201778|849E43650|02201992|84B096020|11416.92|Saudi Riyal,2022-09-03 19:25:00,Bank 201778,849E43650,HK,Bank 2201992,84B096020,GB,11416.92,SAR,11416.92,SAR,Cheque,f,f,0.1746,t
8178248,2022/09/03 19:53|011798|801DD09C0|0027283|82419CAE0|2612.80|US Dollar,2022-09-03 19:53:00,Bank 11798,801DD09C0,SG,Bank 27283,82419CAE0,HK,2612.8,USD,2612.8,USD,Cheque,f,f,0.4095,t
8187705,2022/09/04 08:57|0024458|80B3C9130|013688|8092852C0|9157.99|US Dollar,2022-09-04 08:57:00,Bank 24458,80B3C9130,GB,Bank 13688,8092852C0,US,9157.99,USD,9157.99,USD,ACH,t,f,0.2366,t
8187712,2022/09/06 10:50|026206|813CF2660|013688|8092852C0|928.08|US Dollar,2022-09-06 10:50:00,Bank 26206,813CF2660,GB,Bank 13688,8092852C0,US,928.08,USD,928.08,USD,ACH,t,f,0.2747,t
8188595,2022/09/03 19:36|02113117|82A4FB2C0|02113284|82DAF7A80|83.07|Canadian Dollar,2022-09-03 19:36:00,Bank 2113117,82A4FB2C0,GB,Bank 2113284,82DAF7A80,SG,83.07,CAD,83.07,CAD,ACH,f,f,0.0695,t
8190063,2022/09/03 19:35|00166362|83D0096D0|02171853|83F9A7790|644.24|Swiss Franc,2022-09-03 19:35:00,Bank 166362,83D0096D0,DE,Bank 2171853,83F9A7790,US,644.24,CHF,644.24,CHF,Cheque,f,f,0.3245,t
8191321,2022/09/03 19:42|0015|84CECD471|0015|84CECD471|0.007572|Bitcoin,2022-09-03 19:42:00,China Bank #5,84CECD471,NL,China Bank #5,84CECD471,NL,0.01,Bitcoin,0.01,Bitcoin,Bitcoin,f,f,0.3102,t
8191583,2022/09/03 19:51|02215813|84F27D931|00214749|8515F9771|0.147490|Bitcoin,2022-09-03 19:51:00,Bank 2215813,84F27D931,CH,Bank 214749,8515F9771,US,0.15,Bitcoin,0.15,Bitcoin,Bitcoin,f,f,0.2338,t
8205462,2022/09/03 20:22|070|1004288A0|01136144|833196390|3143.57|Australian Dollar,2022-09-03 20:22:00,Willows Thrift,1004288A0,CH,Bank 1136144,833196390,AE,3143.57,AUD,3143.57,AUD,Credit Card,f,f,0.2904,t
8240793,2022/09/03 21:47|011304|801E9D910|017569|803C767B0|952.47|US Dollar,2022-09-03 21:47:00,Bank 11304,801E9D910,SG,Bank 17569,803C767B0,GB,952.47,USD,952.47,USD,Cheque,f,f,0.277,t
8245731,2022/09/03 21:42|0261543|81F376120|0134966|84944EC90|758.55|US Dollar,2022-09-03 21:42:00,Bank 261543,81F376120,SG,Bank 134966,84944EC90,CH,758.55,USD,758.55,USD,Cash,f,f,0.2474,t
8252463,2022/09/03 21:59|0192597|8222D14F0|0213|8000DE230|80027.59|Brazil Real,2022-09-03 21:59:00,Bank 192597,8222D14F0,GB,Israel Bank #13,8000DE230,SG,80027.59,BRL,80027.59,BRL,ACH,t,t,0.98,t
8253596,2022/09/06 11:50|00125319|82E6C0C30|02127147|82F31CAE0|3698.11|Australian Dollar,2022-09-06 11:50:00,Bank 125319,82E6C0C30,GB,Bank 2127147,82F31CAE0,DE,3698.11,AUD,3698.11,AUD,ACH,t,t,0.9654,t
8253948,2022/09/03 21:43|0113|833F2A800|01141540|83429CAA0|3.02|Mexican Peso,2022-09-03 21:43:00,Mexico Bank #17,833F2A800,AE,Bank 1141540,83429CAA0,GB,3.02,MXN,3.02,MXN,Wire,f,f,0.262,t
8254442,2022/09/03 21:37|00155430|8391B5940|01157705|839F5F710|33189062.17|Brazil Real,2022-09-03 21:37:00,Bank 155430,8391B5940,SG,Bank 1157705,839F5F710,GB,33189062.17,BRL,33189062.17,BRL,Cheque,f,f,0.3302,t
8254476,2022/09/03 21:50|0114|83A14A430|02159587|83A4207D0|119025.98|Brazil Real,2022-09-03 21:50:00,Bank 114,83A14A430,US,Bank 2159587,83A4207D0,SG,119025.98,BRL,119025.98,BRL,Credit Card,f,f,0.3639,t
8265145,2022/09/03 22:29|070|1004286A8|0144570|8399E24C0|2.57|Euro,2022-09-03 22:29:00,Willows Thrift,1004286A8,CH,Bank 144570,8399E24C0,DE,2.57,EUR,2.57,EUR,Cheque,f,f,0.3179,t
8271932,2022/09/03 22:13|0268218|81999D680|01203532|84B01EFB0|60.63|Saudi Riyal,2022-09-03 22:13:00,Bank 268218,81999D680,NL,Bank 1203532,84B01EFB0,AE,60.63,SAR,60.63,SAR,Cheque,f,f,0.3213,t
8278489,2022/09/03 22:50|01347|80030FCC0|002098|801F24410|158.53|Euro,2022-09-03 22:50:00,Bank 1347,80030FCC0,NL,Bank 2098,801F24410,US,158.53,EUR,158.53,EUR,Cheque,f,f,0.2056,t
8284103,2022/09/03 22:40|0074789|81D82C980|0282096|81E73F360|1849704.82|Ruble,2022-09-03 22:40:00,Bank 74789,81D82C980,AE,Bank 282096,81E73F360,CH,1849704.82,RUB,1849704.82,RUB,Cheque,f,f,0.1321,t
8297305,2022/09/03 23:29|0012860|8082348E0|022898|83C1A0480|3752.42|Euro,2022-09-03 23:29:00,Bank 12860,8082348E0,DE,Bank 22898,83C1A0480,DE,3752.42,EUR,3752.42,EUR,Credit Card,f,f,0.0693,t
8304311,2022/09/03 23:26|070|100428A51|00211182|8502E0501|2.163282|Bitcoin,2022-09-03 23:26:00,Willows Thrift,100428A51,CH,Bank 211182,8502E0501,AE,2.16,Bitcoin,2.16,Bitcoin,Bitcoin,f,t,0.6258,t
8326055,2022/09/04 00:11|015594|80C8B3F00|0244047|825AE7DF0|33.99|US Dollar,2022-09-04 00:11:00,Bank 15594,80C8B3F00,CH,Bank 244047,825AE7DF0,SG,33.99,USD,33.99,USD,Credit Card,f,f,0.3189,t
8327041,2022/09/04 00:05|0230346|810257A30|0055148|81E3545D0|25.66|US Dollar,2022-09-04 00:05:00,Bank 230346,810257A30,NL,Bank 55148,81E3545D0,US,25.66,USD,25.66,USD,Credit Card,f,f,0.3082,t
8328761,2022/09/04 00:27|0120496|8165AAFC0|02112648|84ECD8190|10.17|US Dollar,2022-09-04 00:27:00,Bank 120496,8165AAFC0,CH,Bank 2112648,84ECD8190,NL,10.17,USD,10.17,USD,Credit Card,f,f,0.1117,t
8332324,2022/09/04 00:18|0169876|81B1FBFA0|0041340|8207B0EF0|6170.47|US Dollar,2022-09-04 00:18:00,Bank 169876,81B1FBFA0,US,Bank 41340,8207B0EF0,NL,6170.47,USD,6170.47,USD,Credit Card,f,f,0.24,t
